Date,Humidity
2002-01-01,81.13333333333334
2002-02-01,81.73333333333333
2002-03-01,80.86666666666666
2002-04-01,79.6
2002-05-01,80.4
2002-06-01,82.06666666666666
2002-07-01,80.66666666666667
2002-08-01,83.93333333333334
2002-09-01,83.93333333333334
2002-10-01,84.06666666666666
2002-11-01,84.53333333333333
2002-12-01,84.93333333333334
2003-01-01,80.8
2003-02-01,82.13333333333334
2003-03-01,80.0
2003-04-01,79.73333333333333
2003-05-01,81.8
2003-06-01,79.4
2003-07-01,80.73333333333333
2003-08-01,83.0
2003-09-01,84.2
2003-10-01,82.93333333333334
2003-11-01,80.53333333333333
2003-12-01,79.06666666666666
2004-01-01,81.86666666666666
2004-02-01,81.4
2004-03-01,81.93333333333334
2004-04-01,83.33333333333333
2004-05-01,81.2
2004-06-01,80.2
2004-07-01,82.4
2004-08-01,83.26666666666667
2004-09-01,83.46666666666667
2004-10-01,79.66666666666667
2004-11-01,81.93333333333334
2004-12-01,80.0
2005-01-01,80.8
2005-02-01,82.26666666666667
2005-03-01,81.6
2005-04-01,81.2
2005-05-01,78.6
2005-06-01,79.0
2005-07-01,81.46666666666667
2005-08-01,83.2
2005-09-01,83.53333333333333
2005-10-01,83.4
2005-11-01,83.73333333333333
2005-12-01,82.13333333333334
2006-01-01,80.86666666666666
2006-02-01,82.0
2006-03-01,82.26666666666667
2006-04-01,79.8
2006-05-01,79.26666666666667
2006-06-01,79.93333333333334
2006-07-01,80.46666666666667
2006-08-01,84.53333333333333
2006-09-01,81.6
2006-10-01,83.53333333333333
2006-11-01,81.0
2006-12-01,79.13333333333334
2007-01-01,78.8
2007-02-01,79.33333333333333
2007-03-01,82.73333333333333
2007-04-01,80.0
2007-05-01,80.8
2007-06-01,79.86666666666666
2007-07-01,80.93333333333334
2007-08-01,82.93333333333334
2007-09-01,83.6
2007-10-01,84.46666666666667
2007-11-01,80.46666666666667
2007-12-01,82.33333333333333
2008-01-01,82.2
2008-02-01,79.26666666666667
2008-03-01,81.6
2008-04-01,81.73333333333333
2008-05-01,81.8
2008-06-01,82.2
2008-07-01,81.06666666666666
2008-08-01,83.06666666666666
2008-09-01,84.13333333333334
2008-10-01,85.53333333333333
2008-11-01,82.93333333333334
2008-12-01,81.66666666666667
2009-01-01,78.33333333333333
2009-02-01,81.53333333333333
2009-03-01,80.33333333333333
2009-04-01,82.26666666666667
2009-05-01,83.4
2009-06-01,78.6
2009-07-01,81.46666666666667
2009-08-01,81.73333333333333
2009-09-01,83.86666666666666
2009-10-01,83.06666666666666
2009-11-01,78.66666666666667
2009-12-01,80.46666666666667
2010-01-01,81.46666666666667
2010-02-01,80.2
2010-03-01,78.0
2010-04-01,82.53333333333333
2010-05-01,81.33333333333333
2010-06-01,80.4
2010-07-01,82.2
2010-08-01,85.0
2010-09-01,85.13333333333334
2010-10-01,82.6
2010-11-01,80.73333333333333
2010-12-01,81.13333333333334
2011-01-01,80.06666666666666
2011-02-01,82.46666666666667
2011-03-01,80.93333333333334
2011-04-01,80.46666666666667
2011-05-01,80.0
2011-06-01,80.33333333333333
2011-07-01,80.2
2011-08-01,81.26666666666667
2011-09-01,83.86666666666666
2011-10-01,83.46666666666667
2011-11-01,81.93333333333334
2011-12-01,78.33333333333333
2012-01-01,84.26666666666667
2012-02-01,83.0
2012-03-01,80.6
2012-04-01,79.8
2012-05-01,79.53333333333333
2012-06-01,78.13333333333334
2012-07-01,80.26666666666667
2012-08-01,79.73333333333333
2012-09-01,83.73333333333333
2012-10-01,80.73333333333333
2012-11-01,83.33333333333333
2012-12-01,80.93333333333334
2013-01-01,82.2
2013-02-01,82.06666666666666
2013-03-01,79.4
2013-04-01,81.33333333333333
2013-05-01,79.93333333333334
2013-06-01,79.33333333333333
2013-07-01,83.73333333333333
2013-08-01,82.4
2013-09-01,84.93333333333334
2013-10-01,81.26666666666667
2013-11-01,82.0
2013-12-01,77.46666666666667
2014-01-01,77.06666666666666
2014-02-01,80.13333333333334
2014-03-01,82.26666666666667
2014-04-01,82.66666666666667
2014-05-01,78.46666666666667
2014-06-01,79.8
2014-07-01,81.66666666666667
2014-08-01,81.73333333333333
2014-09-01,82.0
2014-10-01,81.6
2014-11-01,83.13333333333334
2014-12-01,80.06666666666666
2015-01-01,79.4
2015-02-01,80.86666666666666
2015-03-01,81.66666666666667
2015-04-01,78.6
2015-05-01,76.93333333333334
2015-06-01,78.26666666666667
2015-07-01,78.8
2015-08-01,81.46666666666667
2015-09-01,83.53333333333333
2015-10-01,81.33333333333333
2015-11-01,83.46666666666667
2015-12-01,82.6
2016-01-01,84.13333333333334
2016-02-01,76.53333333333333
2016-03-01,80.6
2016-04-01,80.66666666666667
2016-05-01,79.66666666666667
2016-06-01,78.46666666666667
2016-07-01,80.53333333333333
2016-08-01,81.73333333333333
2016-09-01,83.13333333333334
2016-10-01,82.93333333333334
2016-11-01,82.4
2016-12-01,81.06666666666666
2017-01-01,82.26666666666667
2017-02-01,78.66666666666667
2017-03-01,81.6
2017-04-01,80.8
2017-05-01,81.0
2017-06-01,80.0
2017-07-01,83.46666666666667
2017-08-01,83.4
2017-09-01,83.66666666666667
2017-10-01,83.46666666666667
2017-11-01,83.2
2017-12-01,80.0
2018-01-01,82.6
2018-02-01,77.13333333333334
2018-03-01,80.2
2018-04-01,80.53333333333333
2018-05-01,80.26666666666667
2018-06-01,79.86666666666666
2018-07-01,81.66666666666667
2018-08-01,82.0
2018-09-01,81.93333333333334
2018-10-01,80.46666666666667
2018-11-01,81.6
2018-12-01,83.2
2019-01-01,82.26666666666667
2019-02-01,79.26666666666667
2019-03-01,81.0
2019-04-01,79.06666666666666
2019-05-01,79.8
2019-06-01,77.66666666666667
2019-07-01,79.0
2019-08-01,80.93333333333334
2019-09-01,80.33333333333333
2019-10-01,82.0
2019-11-01,81.26666666666667
2019-12-01,77.4
2020-01-01,80.26666666666667
2020-02-01,78.66666666666667
2020-03-01,80.46666666666667
2020-04-01,80.6
2020-05-01,78.53333333333333
2020-06-01,77.53333333333333
2020-07-01,79.06666666666666
2020-08-01,82.33333333333333
2020-09-01,82.66666666666667
2020-10-01,83.86666666666666
2020-11-01,80.93333333333334
2020-12-01,79.6
2021-01-01,77.06666666666666
2021-02-01,79.13333333333334
2021-03-01,80.66666666666667
2021-04-01,82.33333333333333
2021-05-01,79.66666666666667
2021-06-01,77.06666666666666
2021-07-01,79.2
2021-08-01,78.93333333333334
2021-09-01,84.4
2021-10-01,84.6
2021-11-01,82.53333333333333
2021-12-01,79.2
